PLAYER_ID,SEASON_ID,LOC_X,LOC_Y,SHOT_MADE,SHOT_ATTEMPT
1629627,2019-20,-23,13,0,1
1629627,2019-20,-20,20,1,1
1629627,2019-20,-19,24,1,1
1629627,2019-20,-18,22,0,1
1629627,2019-20,-15,11,0,1
1629627,2019-20,-13,11,0,1
1629627,2019-20,-13,20,0,1
1629627,2019-20,-11,20,0,1
1629627,2019-20,-11,28,0,1
1629627,2019-20,-10,8,0,1
1629627,2019-20,-10,14,0,1
1629627,2019-20,-9,9,1,1
1629627,2019-20,-8,4,0,1
1629627,2019-20,-8,7,1,1
1629627,2019-20,-6,7,1,1
1629627,2019-20,-6,8,1,3
1629627,2019-20,-6,28,0,1
1629627,2019-20,-5,5,0,1
1629627,2019-20,-5,8,1,2
1629627,2019-20,-5,9,0,1
1629627,2019-20,-4,6,1,1
1629627,2019-20,-4,8,0,1
1629627,2019-20,-3,5,0,1
1629627,2019-20,-3,6,1,1
1629627,2019-20,-3,7,1,3
1629627,2019-20,-3,8,0,1
1629627,2019-20,-2,4,1,1
1629627,2019-20,-2,5,13,23
1629627,2019-20,-2,6,5,12
1629627,2019-20,-2,7,0,3
1629627,2019-20,-2,8,1,3
1629627,2019-20,-2,9,1,1
1629627,2019-20,-2,30,0,1
1629627,2019-20,-1,4,1,1
1629627,2019-20,-1,5,22,31
1629627,2019-20,-1,6,11,15
1629627,2019-20,-1,7,3,10
1629627,2019-20,-1,8,1,2
1629627,2019-20,-1,9,0,1
1629627,2019-20,0,3,1,1
1629627,2019-20,0,4,1,1
1629627,2019-20,0,5,67,84
1629627,2019-20,0,6,28,36
1629627,2019-20,0,7,12,23
1629627,2019-20,0,8,4,10
1629627,2019-20,0,9,2,3
1629627,2019-20,0,10,0,2
1629627,2019-20,0,11,0,2
1629627,2019-20,0,13,0,1
1629627,2019-20,0,14,0,1
1629627,2019-20,0,15,0,1
1629627,2019-20,0,17,1,1
1629627,2019-20,0,29,0,1
1629627,2019-20,1,4,1,1
1629627,2019-20,1,5,7,12
1629627,2019-20,1,6,6,8
1629627,2019-20,1,7,2,9
1629627,2019-20,1,8,1,4
1629627,2019-20,1,9,0,1
1629627,2019-20,1,31,2,2
1629627,2019-20,2,5,0,4
1629627,2019-20,2,6,1,4
1629627,2019-20,2,7,1,1
1629627,2019-20,2,8,0,1
1629627,2019-20,3,5,0,1
1629627,2019-20,3,6,0,2
1629627,2019-20,5,12,1,1
1629627,2019-20,7,15,0,1
1629627,2019-20,7,28,0,1
1629627,2019-20,8,29,1,1
1629627,2019-20,10,6,1,1
1629627,2019-20,14,26,0,1
1629627,2019-20,20,6,0,1
1629627,2019-20,21,18,1,1
1629627,2020-21,-23,6,1,1
1629627,2020-21,-22,18,0,1
1629627,2020-21,-19,20,1,1
1629627,2020-21,-18,27,0,1
1629627,2020-21,-17,21,1,1
1629627,2020-21,-16,25,0,2
1629627,2020-21,-15,25,0,1
1629627,2020-21,-14,26,0,1
1629627,2020-21,-12,26,0,1
1629627,2020-21,-12,27,2,2
