PLAYER_ID,SEASON_ID,LOC_X,LOC_Y,SHOT_MADE,SHOT_ATTEMPT
1628415,2017-18,-24,7,0,1
1628415,2017-18,-23,4,1,1
1628415,2017-18,-23,5,0,4
1628415,2017-18,-23,6,0,1
1628415,2017-18,-23,7,0,1
1628415,2017-18,-23,10,0,1
1628415,2017-18,-23,12,0,1
1628415,2017-18,-22,3,0,1
1628415,2017-18,-22,5,1,4
1628415,2017-18,-22,7,0,2
1628415,2017-18,-22,8,1,1
1628415,2017-18,-22,10,1,1
1628415,2017-18,-22,11,0,2
1628415,2017-18,-22,14,1,1
1628415,2017-18,-22,18,0,1
1628415,2017-18,-21,9,0,1
1628415,2017-18,-21,17,1,2
1628415,2017-18,-20,3,1,1
1628415,2017-18,-19,6,0,1
1628415,2017-18,-19,7,0,3
1628415,2017-18,-19,9,1,1
1628415,2017-18,-19,15,1,1
1628415,2017-18,-19,20,1,1
1628415,2017-18,-19,21,1,3
1628415,2017-18,-19,25,0,1
1628415,2017-18,-18,6,0,1
1628415,2017-18,-18,14,0,1
1628415,2017-18,-18,22,1,3
1628415,2017-18,-18,23,0,1
1628415,2017-18,-18,24,0,2
1628415,2017-18,-17,14,1,1
1628415,2017-18,-17,18,0,1
1628415,2017-18,-17,22,1,2
1628415,2017-18,-17,23,0,2
1628415,2017-18,-16,5,0,1
1628415,2017-18,-16,13,0,1
1628415,2017-18,-16,23,1,3
1628415,2017-18,-16,24,1,3
1628415,2017-18,-16,25,0,1
1628415,2017-18,-16,26,0,1
1628415,2017-18,-16,27,0,1
1628415,2017-18,-15,6,0,1
1628415,2017-18,-15,23,1,1
1628415,2017-18,-15,25,2,3
1628415,2017-18,-15,26,2,3
1628415,2017-18,-15,27,0,2
1628415,2017-18,-14,19,0,1
1628415,2017-18,-14,24,0,1
1628415,2017-18,-14,25,2,3
1628415,2017-18,-14,26,1,2
1628415,2017-18,-14,27,0,1
1628415,2017-18,-13,13,1,1
1628415,2017-18,-13,14,0,1
1628415,2017-18,-13,16,1,1
1628415,2017-18,-13,19,0,2
1628415,2017-18,-13,20,0,1
1628415,2017-18,-13,22,0,1
1628415,2017-18,-13,26,1,3
1628415,2017-18,-13,27,2,3
1628415,2017-18,-12,7,1,1
1628415,2017-18,-12,10,1,1
1628415,2017-18,-12,16,0,1
1628415,2017-18,-12,20,0,1
1628415,2017-18,-12,23,1,2
1628415,2017-18,-12,26,0,1
1628415,2017-18,-12,28,0,1
1628415,2017-18,-12,30,1,1
1628415,2017-18,-11,5,0,1
1628415,2017-18,-11,21,0,1
1628415,2017-18,-11,27,1,5
1628415,2017-18,-11,28,0,3
1628415,2017-18,-11,29,0,2
1628415,2017-18,-10,15,0,1
1628415,2017-18,-10,16,0,2
1628415,2017-18,-10,18,1,1
1628415,2017-18,-10,19,0,1
1628415,2017-18,-10,23,1,1
1628415,2017-18,-10,24,1,1
1628415,2017-18,-10,27,1,2
1628415,2017-18,-10,28,0,1
1628415,2017-18,-10,29,0,1
1628415,2017-18,-9,4,1,1
1628415,2017-18,-9,5,0,2
1628415,2017-18,-9,7,0,1
1628415,2017-18,-9,9,1,2
1628415,2017-18,-9,10,2,2
1628415,2017-18,-9,19,0,1
1628415,2017-18,-9,22,1,1
1628415,2017-18,-9,25,1,2
1628415,2017-18,-9,29,0,1
1628415,2017-18,-9,30,0,1
1628415,2017-18,-9,31,0,1
1628415,2017-18,-8,6,0,1
1628415,2017-18,-8,11,1,1
1628415,2017-18,-8,13,1,1
1628415,2017-18,-8,19,0,1
1628415,2017-18,-8,20,1,3
1628415,2017-18,-8,28,0,1
1628415,2017-18,-8,29,0,1
1628415,2017-18,-8,30,0,1
1628415,2017-18,-7,10,0,1
1628415,2017-18,-7,17,1,1
1628415,2017-18,-7,20,1,1
1628415,2017-18,-7,21,0,1
1628415,2017-18,-7,28,0,1
1628415,2017-18,-7,29,1,1
1628415,2017-18,-7,30,1,1
1628415,2017-18,-6,9,1,1
1628415,2017-18,-6,10,0,1
1628415,2017-18,-6,21,0,1
1628415,2017-18,-6,25,1,1
1628415,2017-18,-5,7,0,2
1628415,2017-18,-5,10,0,2
1628415,2017-18,-5,13,0,1
1628415,2017-18,-5,16,1,2
1628415,2017-18,-5,17,1,1
1628415,2017-18,-5,18,1,3
1628415,2017-18,-5,25,0,1
1628415,2017-18,-5,29,1,1
1628415,2017-18,-5,31,1,1
1628415,2017-18,-4,7,0,2
1628415,2017-18,-4,10,0,1
1628415,2017-18,-4,13,0,1
1628415,2017-18,-4,16,1,2
1628415,2017-18,-4,18,1,2
1628415,2017-18,-4,23,1,2
1628415,2017-18,-4,29,2,4
1628415,2017-18,-4,30,0,2
1628415,2017-18,-3,5,1,2
1628415,2017-18,-3,6,1,2
1628415,2017-18,-3,10,1,1
1628415,2017-18,-3,17,0,4
1628415,2017-18,-3,20,0,2
1628415,2017-18,-3,26,0,1
1628415,2017-18,-3,30,1,1
1628415,2017-18,-2,5,1,3
1628415,2017-18,-2,6,1,1
1628415,2017-18,-2,7,0,2
1628415,2017-18,-2,8,0,1
1628415,2017-18,-2,9,1,1
1628415,2017-18,-2,10,0,1
1628415,2017-18,-2,11,0,1
1628415,2017-18,-2,13,1,1
1628415,2017-18,-2,14,0,1
1628415,2017-18,-2,15,0,1
1628415,2017-18,-2,16,0,2
1628415,2017-18,-2,20,0,2
1628415,2017-18,-2,24,1,1
1628415,2017-18,-2,27,1,1
1628415,2017-18,-2,31,0,1
1628415,2017-18,-1,4,1,1
1628415,2017-18,-1,5,9,12
1628415,2017-18,-1,6,8,12
1628415,2017-18,-1,7,0,3
1628415,2017-18,-1,8,1,2
1628415,2017-18,-1,10,2,2
